,tweet,label,casefolding,cleaning,tokenization,tokens_freqdist,stopword_removal,converting,stemming
86,"Top News Koran Rakyat Merdeka Dukung Vaksin Terawan Ical Cs, Dengerin Kata BPOM Ya..! @DPR_RI @BPOM_RI #Vaksin #VaksinNusantara #terawan #Vaksinasi #VaksinasiNasional #DPR #BPOM #GovernmentAction #Corona #coronavirus #COVID19 #RakyatMerdeka #RMid",1,"top news koran rakyat merdeka dukung vaksin terawan ical cs, dengerin kata bpom ya..! @dpr_ri @bpom_ri #vaksin #vaksinnusantara #terawan #vaksinasi #vaksinasinasional #dpr #bpom #governmentaction #corona #coronavirus #covid19 #rakyatmerdeka #rmid",top news koran rakyat merdeka dukung vaksin terawan ical cs dengerin kata bpom ya ri ri vaksin vaksinnusantara terawan vaksinasi vaksinasinasional dpr bpom governmentaction corona coronavirus covid rakyatmerdeka rmid,"['top', 'news', 'koran', 'rakyat', 'merdeka', 'dukung', 'vaksin', 'terawan', 'ical', 'cs', 'dengerin', 'kata', 'bpom', 'ya', 'ri', 'ri', 'vaksin', 'vaksinnusantara', 'terawan', 'vaksinasi', 'vaksinasinasional', 'dpr', 'bpom', 'governmentaction', 'corona', 'coronavirus', 'covid', 'rakyatmerdeka', 'rmid']",<FreqDist with 25 samples and 29 outcomes>,"['koran', 'rakyat', 'merdeka', 'dukung', 'vaksin', 'terawan', 'ical', 'cs', 'dengerin', 'bpom', 'ri', 'ri', 'vaksin', 'vaksinnusantara', 'terawan', 'vaksinasi', 'vaksinasinasional', 'dpr', 'bpom', 'governmentaction', 'corona', 'coronavirus', 'covid', 'rakyatmerdeka', 'rmid']","['koran', 'rakyat', 'merdeka', 'dukung', 'vaksin', 'terawan', 'ical', 'cs', 'dengerin', 'bpom', 'indonesia', 'indonesia', 'vaksin', 'vaksinnusantara', 'terawan', 'vaksinasi', 'vaksinasinasional', 'dpr', 'bpom', 'governmentaction', 'corona', 'coronavirus', 'covid', 'rakyatmerdeka', 'rmid']","['koran', 'rakyat', 'merdeka', 'dukung', 'vaksin', 'awan', 'ical', 'cs', 'dengerin', 'bpom', 'indonesia', 'indonesia', 'vaksin', 'vaksinnusantara', 'awan', 'vaksinasi', 'vaksinasinasional', 'dpr', 'bpom', 'governmentaction', 'corona', 'coronavirus', 'covid', 'rakyatmerdeka', 'rmid']"
87,Mendagri : Program Vaksin Diharapkan Dapat Pulihkan Ekonomi Wisata di Bali #AyoVaksin #VaksinasiNasional,1,mendagri : program vaksin diharapkan dapat pulihkan ekonomi wisata di bali #ayovaksin #vaksinasinasional,mendagri  program vaksin diharapkan dapat pulihkan ekonomi wisata di bali ayovaksin vaksinasinasional,"['mendagri', 'program', 'vaksin', 'diharapkan', 'dapat', 'pulihkan', 'ekonomi', 'wisata', 'di', 'bali', 'ayovaksin', 'vaksinasinasional']",<FreqDist with 12 samples and 12 outcomes>,"['mendagri', 'program', 'vaksin', 'diharapkan', 'pulihkan', 'ekonomi', 'wisata', 'bali', 'ayovaksin', 'vaksinasinasional']","['mendagri', 'program', 'vaksin', 'diharapkan', 'pulihkan', 'ekonomi', 'wisata', 'bali', 'ayovaksin', 'vaksinasinasional']","['mendagri', 'program', 'vaksin', 'harap', 'pulih', 'ekonomi', 'wisata', 'bal', 'ayovaksin', 'vaksinasinasional']"
88,keren sih ini udah ada ribuan lansia yg di vaksinasi di sentra vaksin. #vaksinasinasional #BUMNuntuknegeri #IndonesiaKita,1,keren sih ini udah ada ribuan lansia yg di vaksinasi di sentra vaksin. #vaksinasinasional #bumnuntuknegeri #indonesiakita,keren sih ini udah ada ribuan lansia yg di vaksinasi di sentra vaksin vaksinasinasional bumnuntuknegeri indonesiakita,"['keren', 'sih', 'ini', 'udah', 'ada', 'ribuan', 'lansia', 'yg', 'di', 'vaksinasi', 'di', 'sentra', 'vaksin', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']",<FreqDist with 15 samples and 16 outcomes>,"['keren', 'udah', 'ribuan', 'lansia', 'vaksinasi', 'sentra', 'vaksin', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']","['keren', 'sudah', 'ribuan', 'lansia', 'vaksinasi', 'sentra', 'vaksin', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']","['keren', 'sudah', 'ribu', 'lansia', 'vaksinasi', 'sentra', 'vaksin', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']"
89,"Sempat Beredar Isu Vaksin Palsu, Polri Siap Dukung Satgas Covid-19 #VaksinDemiPulihkanRI #VaksinasiNasional #VaksinUntukKita #VaksinCOVID19 #vaksinuntukrakyatindonesia",0,"sempat beredar isu vaksin palsu, polri siap dukung satgas covid-19 #vaksindemipulihkanri #vaksinasinasional #vaksinuntukkita #vaksincovid19 #vaksinuntukrakyatindonesia",sempat beredar isu vaksin palsu polri siap dukung satgas covid vaksindemipulihkanri vaksinasinasional vaksinuntukkita vaksincovid vaksinuntukrakyatindonesia,"['sempat', 'beredar', 'isu', 'vaksin', 'palsu', 'polri', 'siap', 'dukung', 'satgas', 'covid', 'vaksindemipulihkanri', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'vaksinuntukrakyatindonesia']",<FreqDist with 15 samples and 15 outcomes>,"['beredar', 'isu', 'vaksin', 'palsu', 'polri', 'dukung', 'satgas', 'covid', 'vaksindemipulihkanri', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'vaksinuntukrakyatindonesia']","['beredar', 'isu', 'vaksin', 'palsu', 'polri', 'dukung', 'satgas', 'covid', 'vaksindemipulihkanri', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'vaksinuntukrakyatindonesia']","['edar', 'isu', 'vaksin', 'palsu', 'polri', 'dukung', 'satgas', 'covid', 'vaksindemipulihkanri', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'vaksinuntukrakyatindonesia']"
90,Vaksin dibutuhkan untuk membentuk antibodi agar tubuh bisa melawan virus yang masuk. #Vaksin #VaksinCorona #VaksinasiCovid19 #VaksinasiNasional #VaksinUntukSemua #antibodi #virus #lampostco,1,vaksin dibutuhkan untuk membentuk antibodi agar tubuh bisa melawan virus yang masuk. #vaksin #vaksincorona #vaksinasicovid19 #vaksinasinasional #vaksinuntuksemua #antibodi #virus #lampostco,vaksin dibutuhkan untuk membentuk antibodi agar tubuh bisa melawan virus yang masuk vaksin vaksincorona vaksinasicovid vaksinasinasional vaksinuntuksemua antibodi virus lampostco,"['vaksin', 'dibutuhkan', 'untuk', 'membentuk', 'antibodi', 'agar', 'tubuh', 'bisa', 'melawan', 'virus', 'yang', 'masuk', 'vaksin', 'vaksincorona', 'vaksinasicovid', 'vaksinasinasional', 'vaksinuntuksemua', 'antibodi', 'virus', 'lampostco']",<FreqDist with 17 samples and 20 outcomes>,"['vaksin', 'dibutuhkan', 'membentuk', 'antibodi', 'tubuh', 'melawan', 'virus', 'vaksin', 'vaksincorona', 'vaksinasicovid', 'vaksinasinasional', 'vaksinuntuksemua', 'antibodi', 'virus', 'lampostco']","['vaksin', 'dibutuhkan', 'membentuk', 'antibodi', 'tubuh', 'melawan', 'virus', 'vaksin', 'vaksincorona', 'vaksinasicovid', 'vaksinasinasional', 'vaksinuntuksemua', 'antibodi', 'virus', 'lampostco']","['vaksin', 'butuh', 'bentuk', 'antibodi', 'tubuh', 'lawan', 'virus', 'vaksin', 'vaksincorona', 'vaksinasicovid', 'vaksinasinasional', 'vaksinuntuksemua', 'antibodi', 'virus', 'lampostco']"
91,"Vaksin sudah siap untuk rakyat Indonesia, mari kita awasi dan kita dukung program vaksinasi untuk indonesia sehat yah! #VaksinasiNasional #TetapDirumahAja #Vaksinasi #mutasibaru #Waspada Jangan Mudik",1,"vaksin sudah siap untuk rakyat indonesia, mari kita awasi dan kita dukung program vaksinasi untuk indonesia sehat yah! #vaksinasinasional #tetapdirumahaja #vaksinasi #mutasibaru #waspada jangan mudik",vaksin sudah siap untuk rakyat indonesia mari kita awasi dan kita dukung program vaksinasi untuk indonesia sehat yah vaksinasinasional tetapdirumahaja vaksinasi mutasibaru waspada jangan mudik,"['vaksin', 'sudah', 'siap', 'untuk', 'rakyat', 'indonesia', 'mari', 'kita', 'awasi', 'dan', 'kita', 'dukung', 'program', 'vaksinasi', 'untuk', 'indonesia', 'sehat', 'yah', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'jangan', 'mudik']",<FreqDist with 21 samples and 25 outcomes>,"['vaksin', 'rakyat', 'indonesia', 'mari', 'awasi', 'dukung', 'program', 'vaksinasi', 'indonesia', 'sehat', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']","['vaksin', 'rakyat', 'indonesia', 'mari', 'awasi', 'dukung', 'program', 'vaksinasi', 'indonesia', 'sehat', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']","['vaksin', 'rakyat', 'indonesia', 'mari', 'awas', 'dukung', 'program', 'vaksinasi', 'indonesia', 'sehat', 'vaksinasinasional', 'tetapdirumahaja', 'vaksinasi', 'mutasibaru', 'waspada', 'mudik']"
92,Jaga orang tua kita dari sebaran virus dg Vaksinasi Covid-19 #VaksinasiNasional,1,jaga orang tua kita dari sebaran virus dg vaksinasi covid-19 #vaksinasinasional,jaga orang tua kita dari sebaran virus dg vaksinasi covid vaksinasinasional,"['jaga', 'orang', 'tua', 'kita', 'dari', 'sebaran', 'virus', 'dg', 'vaksinasi', 'covid', 'vaksinasinasional']",<FreqDist with 11 samples and 11 outcomes>,"['jaga', 'tua', 'sebaran', 'virus', 'vaksinasi', 'covid', 'vaksinasinasional']","['jaga', 'tua', 'sebaran', 'virus', 'vaksinasi', 'covid', 'vaksinasinasional']","['jaga', 'tua', 'sebar', 'virus', 'vaksinasi', 'covid', 'vaksinasinasional']"
93,Presiden Jokowi tegas menolak untuk diberlakukannya 3 periode masa jabatan karena bertentangan dengan konstitusi #Jokowi #VaksinasiNasional,1,presiden jokowi tegas menolak untuk diberlakukannya 3 periode masa jabatan karena bertentangan dengan konstitusi #jokowi #vaksinasinasional,presiden jokowi tegas menolak untuk diberlakukannya  periode masa jabatan karena bertentangan dengan konstitusi jokowi vaksinasinasional,"['presiden', 'jokowi', 'tegas', 'menolak', 'untuk', 'diberlakukannya', 'periode', 'masa', 'jabatan', 'karena', 'bertentangan', 'dengan', 'konstitusi', 'jokowi', 'vaksinasinasional']",<FreqDist with 14 samples and 15 outcomes>,"['presiden', 'jokowi', 'menolak', 'diberlakukannya', 'periode', 'jabatan', 'bertentangan', 'konstitusi', 'jokowi', 'vaksinasinasional']","['presiden', 'jokowi', 'menolak', 'diberlakukannya', 'periode', 'jabatan', 'bertentangan', 'konstitusi', 'jokowi', 'vaksinasinasional']","['presiden', 'jokowi', 'tolak', 'laku', 'periode', 'jabat', 'tentang', 'konstitusi', 'jokowi', 'vaksinasinasional']"
94,"Vaksin AstraZeneca tidak direkomendasikan oleh BPOM selama masih proses kajian, disusul terkait adanya Isyu keamanan pada vaksin tersebut yang akhirnya ditangguhkan di 15 negara. Demikian yang disampaikan oleh kepala BPOM, Penny Lukito. . #VaksinasiNasional",0,"vaksin astrazeneca tidak direkomendasikan oleh bpom selama masih proses kajian, disusul terkait adanya isyu keamanan pada vaksin tersebut yang akhirnya ditangguhkan di 15 negara. demikian yang disampaikan oleh kepala bpom, penny lukito. . #vaksinasinasional",vaksin astrazeneca tidak direkomendasikan oleh bpom selama masih proses kajian disusul terkait adanya isyu keamanan pada vaksin tersebut yang akhirnya ditangguhkan di  negara demikian yang disampaikan oleh kepala bpom penny lukito  vaksinasinasional,"['vaksin', 'astrazeneca', 'tidak', 'direkomendasikan', 'oleh', 'bpom', 'selama', 'masih', 'proses', 'kajian', 'disusul', 'terkait', 'adanya', 'isyu', 'keamanan', 'pada', 'vaksin', 'tersebut', 'yang', 'akhirnya', 'ditangguhkan', 'di', 'negara', 'demikian', 'yang', 'disampaikan', 'oleh', 'kepala', 'bpom', 'penny', 'lukito', 'vaksinasinasional']",<FreqDist with 28 samples and 32 outcomes>,"['vaksin', 'astrazeneca', 'direkomendasikan', 'bpom', 'proses', 'kajian', 'disusul', 'terkait', 'isyu', 'keamanan', 'vaksin', 'ditangguhkan', 'negara', 'kepala', 'bpom', 'penny', 'lukito', 'vaksinasinasional']","['vaksin', 'astrazeneca', 'direkomendasikan', 'bpom', 'proses', 'kajian', 'disusul', 'terkait', 'isu', 'keamanan', 'vaksin', 'ditangguhkan', 'negara', 'kepala', 'bpom', 'penny', 'lukito', 'vaksinasinasional']","['vaksin', 'astrazeneca', 'rekomendasi', 'bpom', 'proses', 'kaji', 'susul', 'kait', 'isu', 'aman', 'vaksin', 'tangguh', 'negara', 'kepala', 'bpom', 'penny', 'lukito', 'vaksinasinasional']"
95,"Buah Kerjasama Multilateral Indonesia 1,1 Juta Dosis Vaksin AstraZeneca Tiba Di Tanah Air Pemerintah kembali mendatangkan vaksin COVID-19 untuk keperluan pelaksanaan vaksinasi bagi masyarakat Indonesia. #VaksinasiNasional #VaksinPulihkanNKRI",1,"buah kerjasama multilateral indonesia 1,1 juta dosis vaksin astrazeneca tiba di tanah air pemerintah kembali mendatangkan vaksin covid-19 untuk keperluan pelaksanaan vaksinasi bagi masyarakat indonesia. #vaksinasinasional #vaksinpulihkannkri",buah kerjasama multilateral indonesia  juta dosis vaksin astrazeneca tiba di tanah air pemerintah kembali mendatangkan vaksin covid untuk keperluan pelaksanaan vaksinasi bagi masyarakat indonesia vaksinasinasional vaksinpulihkannkri,"['buah', 'kerjasama', 'multilateral', 'indonesia', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'tiba', 'di', 'tanah', 'air', 'pemerintah', 'kembali', 'mendatangkan', 'vaksin', 'covid', 'untuk', 'keperluan', 'pelaksanaan', 'vaksinasi', 'bagi', 'masyarakat', 'indonesia', 'vaksinasinasional', 'vaksinpulihkannkri']",<FreqDist with 24 samples and 26 outcomes>,"['buah', 'kerjasama', 'multilateral', 'indonesia', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'tanah', 'air', 'pemerintah', 'vaksin', 'covid', 'keperluan', 'pelaksanaan', 'vaksinasi', 'masyarakat', 'indonesia', 'vaksinasinasional', 'vaksinpulihkannkri']","['buah', 'kerjasama', 'multilateral', 'indonesia', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'tanah', 'air', 'pemerintah', 'vaksin', 'covid', 'keperluan', 'pelaksanaan', 'vaksinasi', 'masyarakat', 'indonesia', 'vaksinasinasional', 'vaksinpulihkannkri']","['buah', 'kerjasama', 'multilateral', 'indonesia', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'tanah', 'air', 'perintah', 'vaksin', 'covid', 'perlu', 'laksana', 'vaksinasi', 'masyarakat', 'indonesia', 'vaksinasinasional', 'vaksinpulihkannkri']"
96,Info #VaksinasiCovid19 di #Indonesia  #VaksinasiNasional #Vaksinasi #vaksinasiberdampakbaik #vaksinasinyamanbumn #vaksinasiwartawan #Vaksin #VaksinasiNasional #vaksinuntukkita #vaksincovid19 #vaksinuntukrakyatindonesia #vaksinpulihkannegeri #Sinovac,1,info #vaksinasicovid19 di #indonesia  #vaksinasinasional #vaksinasi #vaksinasiberdampakbaik #vaksinasinyamanbumn #vaksinasiwartawan #vaksin #vaksinasinasional #vaksinuntukkita #vaksincovid19 #vaksinuntukrakyatindonesia #vaksinpulihkannegeri #sinovac,info vaksinasicovid di indonesia vaksinasinasional vaksinasi vaksinasiberdampakbaik vaksinasinyamanbumn vaksinasiwartawan vaksin vaksinasinasional vaksinuntukkita vaksincovid vaksinuntukrakyatindonesia vaksinpulihkannegeri sinovac,"['info', 'vaksinasicovid', 'di', 'indonesia', 'vaksinasinasional', 'vaksinasi', 'vaksinasiberdampakbaik', 'vaksinasinyamanbumn', 'vaksinasiwartawan', 'vaksin', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'vaksinuntukrakyatindonesia', 'vaksinpulihkannegeri', 'sinovac']",<FreqDist with 15 samples and 16 outcomes>,"['info', 'vaksinasicovid', 'indonesia', 'vaksinasinasional', 'vaksinasi', 'vaksinasiberdampakbaik', 'vaksinasinyamanbumn', 'vaksinasiwartawan', 'vaksin', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'vaksinuntukrakyatindonesia', 'vaksinpulihkannegeri', 'sinovac']","['info', 'vaksinasicovid', 'indonesia', 'vaksinasinasional', 'vaksinasi', 'vaksinasiberdampakbaik', 'vaksinasinyamanbumn', 'vaksinasiwartawan', 'vaksin', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'vaksinuntukrakyatindonesia', 'vaksinpulihkannegeri', 'sinovac']","['info', 'vaksinasicovid', 'indonesia', 'vaksinasinasional', 'vaksinasi', 'vaksinasiberdampakbaik', 'vaksinasinyamanbumn', 'vaksinasiwartawan', 'vaksin', 'vaksinasinasional', 'vaksinuntukkita', 'vaksincovid', 'vaksinuntukrakyatindonesia', 'vaksinpulihkannegeri', 'sinovac']"
97,Dukung Vaksinasi Ptoyokol Kesehatan Untuk Mempercepat Penanganan Covid-19 Dan Pemulihan Ekonomi Nasional #VaksinasiNasional #likeforlikes,1,dukung vaksinasi ptoyokol kesehatan untuk mempercepat penanganan covid-19 dan pemulihan ekonomi nasional #vaksinasinasional #likeforlikes,dukung vaksinasi ptoyokol kesehatan untuk mempercepat penanganan covid dan pemulihan ekonomi nasional vaksinasinasional likeforlikes,"['dukung', 'vaksinasi', 'ptoyokol', 'kesehatan', 'untuk', 'mempercepat', 'penanganan', 'covid', 'dan', 'pemulihan', 'ekonomi', 'nasional', 'vaksinasinasional', 'likeforlikes']",<FreqDist with 14 samples and 14 outcomes>,"['dukung', 'vaksinasi', 'ptoyokol', 'kesehatan', 'mempercepat', 'penanganan', 'covid', 'pemulihan', 'ekonomi', 'nasional', 'vaksinasinasional', 'likeforlikes']","['dukung', 'vaksinasi', 'ptoyokol', 'kesehatan', 'mempercepat', 'penanganan', 'covid', 'pemulihan', 'ekonomi', 'nasional', 'vaksinasinasional', 'likeforlikes']","['dukung', 'vaksinasi', 'ptoyokol', 'sehat', 'cepat', 'tangan', 'covid', 'pulih', 'ekonomi', 'nasional', 'vaksinasinasional', 'likeforlikes']"
98,Jangan lupa ikut gerakan Vaksinasi Covid-19 #VaksinasiNasional,1,jangan lupa ikut gerakan vaksinasi covid-19 #vaksinasinasional,jangan lupa ikut gerakan vaksinasi covid vaksinasinasional,"['jangan', 'lupa', 'ikut', 'gerakan', 'vaksinasi', 'covid', 'vaksinasinasional']",<FreqDist with 7 samples and 7 outcomes>,"['lupa', 'gerakan', 'vaksinasi', 'covid', 'vaksinasinasional']","['lupa', 'gerakan', 'vaksinasi', 'covid', 'vaksinasinasional']","['lupa', 'gera', 'vaksinasi', 'covid', 'vaksinasinasional']"
99,Yuk sukseskan program vaksinasi nasional. #Vaksin #Vaksinasi #VaksinasiNasional #LawanCovid-19,1,yuk sukseskan program vaksinasi nasional. #vaksin #vaksinasi #vaksinasinasional #lawancovid-19,yuk sukseskan program vaksinasi nasional vaksin vaksinasi vaksinasinasional lawancovid,"['yuk', 'sukseskan', 'program', 'vaksinasi', 'nasional', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'lawancovid']",<FreqDist with 8 samples and 9 outcomes>,"['yuk', 'sukseskan', 'program', 'vaksinasi', 'nasional', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'lawancovid']","['yuk', 'sukseskan', 'program', 'vaksinasi', 'nasional', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'lawancovid']","['yuk', 'sukses', 'program', 'vaksinasi', 'nasional', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'lawancovid']"
100,"Jaga diri, Jaga keluarga dengan Vaksin Covid-19 #VaksinasiNasional",1,"jaga diri, jaga keluarga dengan vaksin covid-19 #vaksinasinasional",jaga diri jaga keluarga dengan vaksin covid vaksinasinasional,"['jaga', 'diri', 'jaga', 'keluarga', 'dengan', 'vaksin', 'covid', 'vaksinasinasional']",<FreqDist with 7 samples and 8 outcomes>,"['jaga', 'jaga', 'keluarga', 'vaksin', 'covid', 'vaksinasinasional']","['jaga', 'jaga', 'keluarga', 'vaksin', 'covid', 'vaksinasinasional']","['jaga', 'jaga', 'keluarga', 'vaksin', 'covid', 'vaksinasinasional']"
101,Disiplin protokol kesehatan menjadi kunci percepatan penanggulangan Covid-19. #VaksinDemiPulihkanRI #VaksinasiNasional,1,disiplin protokol kesehatan menjadi kunci percepatan penanggulangan covid-19. #vaksindemipulihkanri #vaksinasinasional,disiplin protokol kesehatan menjadi kunci percepatan penanggulangan covid vaksindemipulihkanri vaksinasinasional,"['disiplin', 'protokol', 'kesehatan', 'menjadi', 'kunci', 'percepatan', 'penanggulangan', 'covid', 'vaksindemipulihkanri', 'vaksinasinasional']",<FreqDist with 10 samples and 10 outcomes>,"['disiplin', 'protokol', 'kesehatan', 'kunci', 'percepatan', 'penanggulangan', 'covid', 'vaksindemipulihkanri', 'vaksinasinasional']","['disiplin', 'protokol', 'kesehatan', 'kunci', 'percepatan', 'penanggulangan', 'covid', 'vaksindemipulihkanri', 'vaksinasinasional']","['disiplin', 'protokol', 'sehat', 'kunci', 'cepat', 'tanggulang', 'covid', 'vaksindemipulihkanri', 'vaksinasinasional']"
102,Apa itu vaksin?  #VaksinasiNasional #vaksinuntukkita #vaksinasi #Vaksin #VaksinCovid19 #virus #Corona #CoronavirusIndia #COVID19 #Covid_19 #CovidVaccine #COVID19AB #sehat #pandemic #daring #Online #OnlineClasses #puasa #Ramadan2021 #ramadanmubarak #Jakarta,1,apa itu vaksin?  #vaksinasinasional #vaksinuntukkita #vaksinasi #vaksin #vaksincovid19 #virus #corona #coronavirusindia #covid19 #covid_19 #covidvaccine #covid19ab #sehat #pandemic #daring #online #onlineclasses #puasa #ramadan2021 #ramadanmubarak #jakarta,apa itu vaksin vaksinasinasional vaksinuntukkita vaksinasi vaksin vaksincovid virus corona coronavirusindia covid covid covidvaccine covidab sehat pandemic daring online onlineclasses puasa ramadan ramadanmubarak jakarta,"['apa', 'itu', 'vaksin', 'vaksinasinasional', 'vaksinuntukkita', 'vaksinasi', 'vaksin', 'vaksincovid', 'virus', 'corona', 'coronavirusindia', 'covid', 'covid', 'covidvaccine', 'covidab', 'sehat', 'pandemic', 'daring', 'online', 'onlineclasses', 'puasa', 'ramadan', 'ramadanmubarak', 'jakarta']",<FreqDist with 22 samples and 24 outcomes>,"['vaksin', 'vaksinasinasional', 'vaksinuntukkita', 'vaksinasi', 'vaksin', 'vaksincovid', 'virus', 'corona', 'coronavirusindia', 'covid', 'covid', 'covidvaccine', 'covidab', 'sehat', 'pandemic', 'daring', 'online', 'onlineclasses', 'puasa', 'ramadan', 'ramadanmubarak', 'jakarta']","['vaksin', 'vaksinasinasional', 'vaksinuntukkita', 'vaksinasi', 'vaksin', 'vaksincovid', 'virus', 'corona', 'coronavirusindia', 'covid', 'covid', 'covidvaccine', 'covidab', 'sehat', 'pandemic', 'daring', 'online', 'onlineclasses', 'puasa', 'ramadhan', 'ramadanmubarak', 'jakarta']","['vaksin', 'vaksinasinasional', 'vaksinuntukkita', 'vaksinasi', 'vaksin', 'vaksincovid', 'virus', 'corona', 'coronavirusindia', 'covid', 'covid', 'covidvaccine', 'covidab', 'sehat', 'pandemic', 'daring', 'online', 'onlineclasses', 'puasa', 'ramadhan', 'ramadanmubarak', 'jakarta']"
103,Petugas Bandara Soekarno-Hatta Jalani Vaksinasi Anti Covid-19 -  #VaksinasiNasional #SOETTA @AngkasaPura_2,1,petugas bandara soekarno-hatta jalani vaksinasi anti covid-19 -  #vaksinasinasional #soetta @angkasapura_2,petugas bandara soekarnohatta jalani vaksinasi anti covid  vaksinasinasional soetta ,"['petugas', 'bandara', 'soekarnohatta', 'jalani', 'vaksinasi', 'anti', 'covid', 'vaksinasinasional', 'soetta']",<FreqDist with 9 samples and 9 outcomes>,"['petugas', 'bandara', 'soekarnohatta', 'jalani', 'vaksinasi', 'anti', 'covid', 'vaksinasinasional', 'soetta']","['petugas', 'bandara', 'soekarnohatta', 'jalani', 'vaksinasi', 'anti', 'covid', 'vaksinasinasional', 'soetta']","['tugas', 'bandara', 'soekarnohatta', 'jalan', 'vaksinasi', 'anti', 'covid', 'vaksinasinasional', 'soetta']"
104,"Lansia membutuhkan waktu yang lebih lama untuk membentuk anti body dibanding usia produktif, itu sebabnya lansia perlu rentang waktu 28 hari untuk vaksinasi dosis kedua. @jokowi @KemenkesRI @KemenBUMN . #VaksinasiNasional",1,"lansia membutuhkan waktu yang lebih lama untuk membentuk anti body dibanding usia produktif, itu sebabnya lansia perlu rentang waktu 28 hari untuk vaksinasi dosis kedua. @jokowi @kemenkesri @kemenbumn . #vaksinasinasional",lansia membutuhkan waktu yang lebih lama untuk membentuk anti body dibanding usia produktif itu sebabnya lansia perlu rentang waktu  hari untuk vaksinasi dosis kedua  vaksinasinasional,"['lansia', 'membutuhkan', 'waktu', 'yang', 'lebih', 'lama', 'untuk', 'membentuk', 'anti', 'body', 'dibanding', 'usia', 'produktif', 'itu', 'sebabnya', 'lansia', 'perlu', 'rentang', 'waktu', 'hari', 'untuk', 'vaksinasi', 'dosis', 'kedua', 'vaksinasinasional']",<FreqDist with 22 samples and 25 outcomes>,"['lansia', 'membutuhkan', 'waktu', 'membentuk', 'anti', 'body', 'dibanding', 'usia', 'produktif', 'lansia', 'rentang', 'waktu', 'vaksinasi', 'dosis', 'vaksinasinasional']","['lansia', 'membutuhkan', 'waktu', 'membentuk', 'anti', 'body', 'dibanding', 'usia', 'produktif', 'lansia', 'rentang', 'waktu', 'vaksinasi', 'dosis', 'vaksinasinasional']","['lansia', 'butuh', 'waktu', 'bentuk', 'anti', 'body', 'banding', 'usia', 'produktif', 'lansia', 'rentang', 'waktu', 'vaksinasi', 'dosis', 'vaksinasinasional']"
